Title,Plot,Cast,Genre,Runtime,Director,Production House,Release Dates,Image URL,Rating,Total Ratings,Movie URL
Hrashwo Deergha(2024),"PLOT Hrashwo Deergha is a Nepali movie directed by Chandra Pant and produced by Neeta Dhungana. The film features a talented cast including Harihar Adhikari, Neeta Dhungana, Pradeep Rawat, and Brahmanandam. The movie plot revolves around the romantic relationship between Narayani and Hari. Narayani and Hari come from contrasting cultural and familial backgrounds. Their initial encounter leads to a series of events that intertwine their lives, creating a mix of comedy, drama, and romance.","Neeta DhunganaNarayani, Harihar AdhikariHari, Kanneganti BrahmanandamNarayani's Mama, Sharadha Giri, Bipana ThapaHari's Mother, Sanchita Luitel, Prasant Tamrakar, Kiran K.C., Buddhi Tamang, Garima Sharma, Pradeep Ram Singh RawatNarayani's Father, Rabindra Jha, Mohammad Ali, Saroj Khanal, Aadarsh Kumar MishraHari's Friend, Rekha ThapaMata","Comedy,Drama",2h 58m,Chandra Panta,Neeta Films Production,"30 Kartik, 2081, 15 November, 2024",https://img.youtube.com/vi/FWZHAghdnYM/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/hrashwo-deergha
Purna Bahadurko Sarangi(2024),"PLOT Purna Bahadur Ko Sarangi follows the story of a struggling father, Purna Bahadur, who earns a living by playing the sarangi in his village. After being abandoned by his wife due to their poor circumstances, Purna is left to raise his son alone. Despite the hardships, he is determined to provide his son with a better future through education. The film beautifully captures the deep bond between father and son, as they navigate a life of poverty, with music as their source of hope and resilience.","Mukun Bhusal, Bijay Baral, Prakash Saput, Deshbhakta Khanal, Bhola Raj Sapkota, Binod Neupane, Anjana Baraili, Buddhi Tamang",Drama,2h 41m,Saroj Poudel,Seven Seas Entertainment,"15 Kartik, 2081, 31 October, 2024",https://img.youtube.com/vi/2e4YhtO8hFU/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/purna-bahadur-ko-sarangi
Chhakka Panja 5(2024),Plot not found,"Deepak Raj Giri, Kedar Ghimire, Barsha Siwakoti, Deepa Shree Niraula, Rajaram Poudyal, Ramesh Budhathoki, Prakash Ghimire, Narendra Thapa, Uttam K.C., Brajesh Khanal, Hiuwala Gautam, Nabin Shrestha, Daman Rupakheti, Lokendra Lekhak, Nirmal Sharma","Drama,Comedy",2h 45m,Deepa Shree Niraula,Aama Saraswati Movies,"24 Asoj, 2081, 10 October, 2024",https://img.youtube.com/vi/gGVZoTAnuKg/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/chhakka-panja-5
12 Gaun(2024),"PLOT 12 Gaun is a thrilling tale where romance meets relentless action, revealing deep-seated social issues. Witness courage, betrayal and redemption as heroes rise against adversity. A son's quest for vengeance against a tyrannical village chief who murdered his parents. The chief rules through fear, oppressing villagers with his gang, forbidding escape. The son must confront the chief's ruthless reign to seek justice.","Samir BhattAjay, Nancy KhadkaShweta, Sanisha BhattaraiNisha, Suleman ShankarBiru, Kalu Rana, Santosh SarkarGirl Smuggler, Deeya Maskey, Naren KhadkaPolice Officer, Sonu Chandrapal, Stunt SilvaDrug Dealer, Biraj BhattaArjun","Action,Drama,Thriller",2h 41m,Biraj Bhatta,Biraj Bhatta Production,"24 Asoj, 2081, 10 October, 2024",https://img.youtube.com/vi/9a69ruMjyBA/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/12-gaun
Jwai Saab(2024),Plot not found,"Niti Shah, Jitu NepalGobardhan Pandit, Buddhi Tamang, Wilson Bikram Rai, Himesh Panta","Comedy,Drama",2h 35m,,Red Eye Films,"24 Asoj, 2081, 10 October, 2024",https://img.youtube.com/vi/aSijMSGjhEQ/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/jwai-sab
Behuli from Meghauli(2024),"PLOT In the picturesque village of Meghauli, Sarita, a spirited young woman, meets Arjun, a city boy visiting for research. Despite the differences in their backgrounds, they fall in love. However, their relationship faces resistance from Sarita's traditional family and villagers. As they fight to be together, they uncover family secrets and work to bridge the gap between tradition and modernity. ‘Behuli from Meghauli’ captures a story of love, resilience, and the power of embracing change.","Nischal BasnetArjun, Swastima KhadkaSarita, Lunibha Tuladhar, Basundhara Bhusal, Siru Bista, Rakshya Thapa, Amir Gautam, Simran Khadka, Sishir Shiwakoti, Tika Pahari, Mukunda Mainali, Rambabu Regmi, Pravakar Sharma, Lokendra Lekhak, Bijay Baral","Drama,Comedy",2h 13m,Sajan Kafle,"Meghauli Films,Black Horse Pictures","17 Asoj, 2081, 3 October, 2024",https://img.youtube.com/vi/H7ZPy_c5rj4/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/behuli-from-meghauli
Sano Sansar(2024),Plot not found,"Sita Devi Timilsina, Raj Pangeni Sharma, Anu Dahal, Anjasha Rijal, Sishir Shiwakoti","Drama,Family",2h 0m,Siddhartha Pudasaini,"Rajdhani Media Ads,Arjun Kumar Films","11 Asoj, 2081, 27 September, 2024",https://img.youtube.com/vi/3gu0-Q0Gk8Q/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/sano-sansar-2
Aankha(2024),Plot not found,"Smita Lamichhane, Nisha Adhikari, Buddhi Tamang, Bijay Baral, Saroj Khanal, Pashupati Rai, Krishna Bhakta Maharjan, Rajan Khatiwada, Lunibha Tuladhar, Rabindra Jha, Renuka Karki, Abhaya Raj Baral, Prabin Khatiwada",Drama,1h 50m,Zaun Yonzan,Lama Cinemas,"11 Asoj, 2081, 27 September, 2024",https://img.youtube.com/vi/VtEqnhbiegw/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/aankha
Khusma(2024),Plot not found,"Dhiraj Magar, Upasana Singh Thakuri, Kha Ba Pu Pun, Astitwa Bhattachan, Arun Magar","Drama,Romance",2h 25m,Ashok Thapa Magar,"M Media Productions,Seven Seas Entertainment","3 Asoj, 2081, 19 September, 2024",https://img.youtube.com/vi/dHoEQmAIuWY/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/khusma
Shambhala(2024),"PLOT In a Himalayan polyandrous village, pregnant PEMA faces scrutiny as her husband vanishes. With her monk brother-in-law, her de facto spouse, she seeks him in the wild, unraveling her own self-discovery along the journey.","Karma ShakyaRam Sir, Thinley LhamoPema, Sonam TopdenKarma, Tenzing DalhaTashi, Karma Wangyal GurungDawa, Loten NamlingRinpoche, Tsering ChodenPema's Mother, Choney GurungGrandmother, Phurba Tsepten GurungPema's Father, Tsering Lhamo GurungTashi's Friend's Wife, Tsering Choeble TowaTashi's Friend, Janga Bahadur LamaShepherd","Adventure,Drama",2h 50m,Min Bahadur Bham,Apple Entertainment,"28 Bhadra, 2081, 13 September, 2024",,,,https://www.thefilmnepal.com/movie/shambhala
Devi(2024),Plot not found,"Shilpa Maskey, Gaurav Pahari, Najir Husen, Saurab Dhakal, Tika Pahari","Action,Crime,Thriller",2h 0m,Sanjog Rai,"Exhibit Studio,Baasuri Films","21 Bhadra, 2081, 6 September, 2024",https://img.youtube.com/vi/cBqPzF8y11A/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/devi-2
Rawayan(2024),Plot not found,"Paul ShahRaghav, Pooja SharmaBaidehi, Priyanka Karki, Pramod Agrahari, Nikita Chandak, Prakash ShahKalka, Kailash Rawal, Arjun Jung Shahi, Sharmila Malla, Pradip Dhakal","Drama,Romance",2h 0m,Sudarshan Thapa,"Pooja Sharma Production,Sudarshan Thapa Production","21 Bhadra, 2081, 6 September, 2024",https://img.youtube.com/vi/D1jg6Q5toCg/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/rawayan
Bar and Badhu(2024),"PLOT “Bar & Badhu” is a story of Banish, who lives in Italy and studies hotel management, and Tika, who resides in France and studies fashion design, are brought together by Pandit Gajurel. Pandit, in need of money to fulfill his wife’s wishes, arranges a marriage between their families in Nepal. Both Banish and Tika fly to Romania for a meeting. During their stay, they fall in love, but a misunderstanding arises, leading to heartbreak. Eventually, both agree to marry other people back in Nepal. However, Pandit Gajurel knows the truth about the misunderstanding in Romania and devises a plan to clear it up. In the end, all misunderstandings are resolved, and Banish and Tika finally get married.","Anchal SharmaTika Narayani, Bibek KarmacharyaBanish Bikram, Kiran K.C.Pandit, Ramesh Budhathoki, Vijay LamaTika's Father, Sarita Lamichhane, Rabindra KhadkaBanish's Father, Ansu Maharjan, Kusum Maharjan, Dinesh Kafle, Himesh Panta, Sita Neupane","Romance,Comedy",2h 20m,Milan Chams,LRK Entertainment,"14 Bhadra, 2081, 30 August, 2024",https://img.youtube.com/vi/gC2Li94zgR8/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/bar-and-badhu
Nametine Ghau(2024),"PLOT The film “Nametine Ghau” is based on the stories of acid attack victims. It sheds light on the struggles, resilience, and courage of 33 young girls who survived such horrific attacks. The movie portrays their journey from trauma to empowerment, highlighting their fight for justice and societal acceptance. In a significant twist, CPN-UML Chairman and former Prime Minister KP Sharma Oli makes a cameo appearance as the Prime Minister in the film. His role emphasizes the importance of legal action against acid attack perpetrators. The movie aims to send a powerful message about preventing acid attacks and advocating for stringent penalties against the attackers.","Alisha Gurung, Bishal Devkota, Aarju Adhikary, Aarju Lekhak, Muskan Khatun, Prapti Poudel, Eva Giri, Kamal Devkota, Sandeep Babu Lohani, Rachana Gautam, Prabhat Pal Thakuri, Aarati Acharya, Akhil Bajgain, Apekshya Neupane, Kranti Shah, Birendra Singh Kusuha, Lalana Chimoriya, Swastima Karki, Surbir Pandit, Sunil Katuwal, Liza Korani","Action,Drama",2h 67m,Ramit Dhungana,Ramit Dhungana Films,"7 Bhadra, 2081, 23 August, 2024",,,,https://www.thefilmnepal.com/movie/nametine-ghau
Satidevi(2024),"PLOT In a small village, Kul Bahadur, a poor man struggling with alcoholism, has four daughters. His eldest daughter, Sati Devi, tries to make him happy despite his desire for a son. However, their family faces tough and emotional situations due to fate. The film promises to explore social depth and presents a narrative that echoes with the nuances of a rural woman’s life.","Malika Mahat, Ramesh Budhathoki, Bhola Raj Sapkota, Kuldip Adhikari, Srijana Adhikari, Manisha Sapkota, Sujita Siwakoti, Tulasi Shrestha, Ishwori Singh, Sandesh Limbu, Pawan K.C., Jagadish Adhikari (Jay)","Drama,Family",2h 27m,Laxman Subedi,"Golden State Movie Makers LLC,Dilasha Creation","7 Bhadra, 2081, 23 August, 2024",https://img.youtube.com/vi/e4dzltMwt7M/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/satidevi
Numbari Sun(2024),Plot not found,"Namrata SapkotaParbati, Gaurav Pahari, Rajendra Khadgi, Binod Neupane, Kiran Nepali, Sabin Bastola, Gita Adhikari, Narayan Khati, Ashmita Neupane, Rajendra Giri, Saroj KhanalMukhiya, Rajaram PoudyalPandit Baa, Buddhi Tamang","Drama,Romance",2h 16m,Raju Giri,Subarana Shivansh Films,"25 Shrawan, 2081, 9 August, 2024",https://img.youtube.com/vi/kSbMK60pj7E/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/numberi-sun
Shirphool(2024),Plot not found,"Rupa Rana, Raj Thapa, Binita Thapa, Sunil Rokka, Namita Tamang",Drama,2h 0m,Kamal Ekchai Magar,Nice Media Network,"18 Shrawan, 2081, 2 August, 2024",,,,https://www.thefilmnepal.com/movie/shirphool
Modibeni(2024),"PLOT Modibeni is a captivating Nepali film set against the breathtaking landscapes of the Himalayan hills. The story revolves around Modibeni (played by Barsha Siwakoti), a spirited young woman with dreams as vast as the mountains themselves. In the lush forests, Modibeni encounters Raju (played by Praveen Khatiwada), a mysterious stranger. Their chance meeting sparks an unexpected romance, and they embark on a journey of love and self-discovery. However, societal norms and family expectations threaten their relationship. Modibeni faces a heart-wrenching choice: follow her dreams or protect her loved ones. As their love blossoms, the delicate balance between tradition and individuality becomes central to their story.","Barsha Siwakoti, Amar Pratap Shrestha, Prabin Khatiwada, Saroj Khanal, Rejina Upreti, Kamal Mani Nepal, Dilip K.C., Jiban Bhattarai","Drama,Romance,Thriller",2h 10m,Shankar Koirala,Dnest Entertainment,"18 Shrawan, 2081, 2 August, 2024",https://img.youtube.com/vi/IVselh0xPfs/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/modibeni
Black Chhaya(2024),Plot not found,"Neer Bikram Shah, Sunil Thapa, Shovit Basnet, Salon Basnet, Jahanvi BasnetChhaya, Dhiren Shakya, Rajendra Khadgi, Rabindra Jha, Sharadha Giri, Rubina Thapa, Sushma Karki, Buddhi Tamang",Drama,2h 25m,RL Lama Moktan,Lanka Films Pvt. Ltd,"11 Shrawan, 2081, 26 July, 2024",https://img.youtube.com/vi/vckWkjOivdk/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/black-chhaya
Ishwor(2024),"PLOT In the town of Butwal, Ishwor, a motorbike mechanic, leads a simple life. Everything changes when he meets Manjari, the daughter of a powerful landlord. Despite their differences, Manjari falls in love with Ishwor for his simplicity. However, Manjari’s father decides to marry her off to another boy who matches their societal standards. Upset by this, Manjari seeks Ishwor’s help. She forces him to take her away, threatening to harm herself if he refuses. Ishwor agrees, and their journey takes them to Kathmandu.","Prithivi Raj Parsai, Anu Shah, Sunil Thapa, Sabin Banstola, Maotse Gurung, Shishir Bangdel, Dhruba Thapa, Rabindra Jha, Buddhi Tamang, Krishti Gurung, Gita Adhikari","Drama,Crime",2h 14m,Raju Giri,Divya Kangana Films,"11 Shrawan, 2081, 26 July, 2024",https://img.youtube.com/vi/r3UJ-iplAfc/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/ishwor-2024
Gharjwai(2024),"PLOT “Gharjwai” revolves around the intertwined lives of three main characters: a seasoned farmer, a spirited young woman, and a mysterious stranger. As secrets unravel and emotions collide, the film explores themes of love, sacrifice, and redemption. Amidst breathtaking landscapes and cultural traditions, the characters grapple with their pasts, forging unexpected connections that will forever change their destinies.","Dayahang RaiNamsang, Miruna MagarBinjuri, Buddhi Tamang, Puskar Gurung, Raj ThapaNamsang's Father, Shishir BangdelBinjuri's Father, Kabita Ale, Shila Ale, Anu Thapa, Beena Thapa Magar, Kha Ba Pu Pun, Bibesh Budha Magar, Sunil Magar","Drama,Romance",2h 14m,Anil Budha Magar,GM Movies Production,"28 Asar, 2081, 12 July, 2024",https://img.youtube.com/vi/lFELJ2FvaJA/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/ghar-jwai
Daanvi(2024),"PLOT Daanvi is portrayed by the enigmatic Pooja Sharma, a woman wronged by fate and driven by a burning desire for retribution. Her life takes a tragic turn when her family falls victim to a powerful criminal syndicate. Fuelled by grief and anger, Daanvi embarks on a perilous journey to seek justice.","Kunsang Bonjan, Pooja Sharma, Rajaram Poudyal, Bishal Pahari, Kalu Rana","Action,Drama",2h 5m,Rupesh Tamang,"Juna Films,Annora Films","7 Asar, 2081, 21 June, 2024",https://img.youtube.com/vi/LAjTx1Z3YjE/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/daanvi
Bato- Road to Death(2024),Plot not found,"Sulakchan Bharati, Mithila Sharma","Drama,Thriller,Horror",2h 0m,Madan Thapa,Kathmandu Films,"32 Jestha, 2081, 14 June, 2024",,,,https://www.thefilmnepal.com/movie/bato
Tara: The Lost Star(2024),"PLOT In ‘Tara: The Lost Star,’ a young girl named Tara finds herself torn between her deeply ingrained belief system and her own aspirations. As she embarks on a journey to break free from the suffocating constraints of tradition, she discovers the courage to challenge the reality imposed upon her by generations past.","Lunibha Tuladhar, Shyama Shree Sherpa, Kiran Dahal, Deoraj Sherpa, Sushmita Bujhel, Basanta Sharma, Bikash Kattel, Sidhanta Rumba, Nityan Bhattarai, Tenzing Rapden Bhutia",Drama,,Samten Bhutia,SADA Productions,"32 Jestha, 2081, 14 June, 2024",https://img.youtube.com/vi/Gq1PCiMTZRQ/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/tara-the-lost-star
London to Paris(2024),"PLOT “London to Paris” is a captivating Nepali movie directed by Ghanshyam Lamichane. The film revolves around the experiences of youth and centers on a modern travel love story. In the bustling city of London, we meet our protagonists: Nischal Khadka, a charming and ambitious young man, and Samragyee RL Shah, an independent and free-spirited woman. Fate brings them together during a chance encounter at the iconic Tower Bridge. Their initial interactions are marked by witty banter and undeniable chemistry. As the story unfolds, Nischal and Samragyee embark on an adventurous journey from London to the romantic streets of Paris. Along the way, they explore picturesque landmarks such as Trafalgar Square, Wembley, and Heathrow. Their shared moments are filled with laughter, vulnerability, and unexpected twists. However, love is never straightforward. Past secrets, cultural differences, and personal aspirations threaten to pull them apart. Can their love withstand the challenges posed by distance and destiny? Will London and Paris become more than just geographical destinations for Nischal and Samragyee?","Samragyee RL Shah, Nischal Khadka, Kabir Khadka, Garima Sharma, Rushma Thapa, Manish Gandhi, Manish Shrestha","Romance,Drama",2h 0m,Ghanashyam Lamichhane,"AB International,Orchid Vase Films,Gautam Production","25 Jestha, 2081, 7 June, 2024",https://img.youtube.com/vi/q7PKXdUnd-A/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/london-to-paris
